"Points:0","Points:1","Points:2","X","Y"
13.487,-0.21196,14.106,13.487,-0.21196
13.502,-0.21196,14.106,13.502,-0.21196
13.517,-0.21196,14.106,13.517,-0.21196
13.532,-0.21196,14.106,13.532,-0.21196
13.548,-0.21196,14.106,13.548,-0.21196
13.563,-0.21196,14.106,13.563,-0.21196
13.578,-0.21196,14.106,13.578,-0.21196
13.594,-0.21196,14.106,13.594,-0.21196
13.609,-0.21196,14.106,13.609,-0.21196
13.624,-0.21196,14.106,13.624,-0.21196
13.639,-0.21196,14.106,13.639,-0.21196
13.655,-0.21196,14.106,13.655,-0.21196
13.67,-0.21196,14.106,13.67,-0.21196
13.685,-0.21196,14.106,13.685,-0.21196
13.7,-0.21196,14.106,13.7,-0.21196
13.716,-0.21196,14.106,13.716,-0.21196
13.731,-0.21196,14.106,13.731,-0.21196
13.746,-0.21196,14.106,13.746,-0.21196
13.762,-0.21196,14.106,13.762,-0.21196
13.777,-0.21196,14.106,13.777,-0.21196
13.792,-0.21196,14.106,13.792,-0.21196
13.807,-0.21196,14.106,13.807,-0.21196
13.823,-0.21196,14.106,13.823,-0.21196
13.838,-0.21196,14.106,13.838,-0.21196
13.853,-0.21196,14.106,13.853,-0.21196
13.868,-0.21196,14.106,13.868,-0.21196
13.884,-0.21196,14.106,13.884,-0.21196
13.899,-0.21196,14.106,13.899,-0.21196
13.914,-0.21196,14.106,13.914,-0.21196
13.93,-0.21196,14.106,13.93,-0.21196
13.945,-0.21196,14.106,13.945,-0.21196
13.96,-0.21196,14.106,13.96,-0.21196
13.975,-0.21196,14.106,13.975,-0.21196
13.991,-0.21196,14.106,13.991,-0.21196
14.006,-0.21196,14.106,14.006,-0.21196
14.021,-0.21196,14.106,14.021,-0.21196
14.036,-0.21196,14.106,14.036,-0.21196
14.052,-0.21196,14.106,14.052,-0.21196
14.067,-0.21196,14.106,14.067,-0.21196
14.082,-0.21196,14.106,14.082,-0.21196
14.098,-0.21196,14.106,14.098,-0.21196
14.113,-0.21196,14.106,14.113,-0.21196
14.128,-0.21196,14.106,14.128,-0.21196
14.143,-0.21196,14.106,14.143,-0.21196
14.159,-0.21196,14.106,14.159,-0.21196
14.174,-0.21196,14.106,14.174,-0.21196
14.189,-0.21196,14.106,14.189,-0.21196
14.204,-0.21196,14.106,14.204,-0.21196
14.22,-0.21196,14.106,14.22,-0.21196
14.235,-0.21196,14.106,14.235,-0.21196
14.25,-0.21196,14.106,14.25,-0.21196
14.266,-0.21196,14.106,14.266,-0.21196
14.281,-0.21196,14.106,14.281,-0.21196
14.296,-0.21196,14.106,14.296,-0.21196
14.311,-0.21196,14.106,14.311,-0.21196
14.327,-0.21196,14.106,14.327,-0.21196
14.342,-0.21196,14.106,14.342,-0.21196
14.357,-0.21196,14.106,14.357,-0.21196
14.372,-0.21196,14.106,14.372,-0.21196
14.388,-0.21196,14.106,14.388,-0.21196
14.403,-0.21196,14.106,14.403,-0.21196
14.418,-0.21196,14.106,14.418,-0.21196
14.434,-0.21196,14.106,14.434,-0.21196
14.449,-0.21196,14.106,14.449,-0.21196
14.464,-0.21196,14.106,14.464,-0.21196
14.479,-0.21196,14.106,14.479,-0.21196
14.495,-0.21196,14.106,14.495,-0.21196
14.51,-0.21196,14.106,14.51,-0.21196
14.525,-0.21196,14.106,14.525,-0.21196
14.54,-0.21196,14.106,14.54,-0.21196
14.556,-0.21196,14.106,14.556,-0.21196
14.571,-0.21196,14.106,14.571,-0.21196
14.586,-0.21196,14.106,14.586,-0.21196
14.602,-0.21196,14.106,14.602,-0.21196
14.617,-0.21196,14.106,14.617,-0.21196
14.632,-0.21196,14.106,14.632,-0.21196
14.647,-0.21196,14.106,14.647,-0.21196
14.663,-0.21196,14.106,14.663,-0.21196
14.678,-0.21196,14.106,14.678,-0.21196
14.693,-0.21196,14.106,14.693,-0.21196
14.708,-0.21196,14.106,14.708,-0.21196
14.724,-0.21196,14.106,14.724,-0.21196
14.739,-0.21196,14.106,14.739,-0.21196
14.754,-0.21196,14.106,14.754,-0.21196
14.77,-0.21196,14.106,14.77,-0.21196
14.785,-0.21196,14.106,14.785,-0.21196
14.8,-0.21196,14.106,14.8,-0.21196
14.815,-0.21196,14.106,14.815,-0.21196
14.831,-0.21196,14.106,14.831,-0.21196
14.846,-0.21196,14.106,14.846,-0.21196
14.861,-0.21196,14.106,14.861,-0.21196
14.877,-0.21196,14.106,14.877,-0.21196
14.892,-0.21196,14.106,14.892,-0.21196
14.907,-0.21196,14.106,14.907,-0.21196
14.922,-0.21196,14.106,14.922,-0.21196
14.938,-0.21196,14.106,14.938,-0.21196
14.953,-0.21196,14.106,14.953,-0.21196
14.968,-0.21196,14.106,14.968,-0.21196
14.983,-0.21196,14.106,14.983,-0.21196
14.999,-0.21196,14.106,14.999,-0.21196
15.014,-0.21196,14.106,15.014,-0.21196
15.029,-0.21196,14.106,15.029,-0.21196
15.045,-0.21196,14.106,15.045,-0.21196
15.06,-0.21196,14.106,15.06,-0.21196
15.075,-0.21196,14.106,15.075,-0.21196
15.09,-0.21196,14.106,15.09,-0.21196
15.106,-0.21196,14.106,15.106,-0.21196
15.121,-0.21196,14.106,15.121,-0.21196
15.136,-0.21196,14.106,15.136,-0.21196
15.151,-0.21196,14.106,15.151,-0.21196
15.167,-0.21196,14.106,15.167,-0.21196
15.182,-0.21196,14.106,15.182,-0.21196
15.197,-0.21196,14.106,15.197,-0.21196
15.213,-0.21196,14.106,15.213,-0.21196
15.228,-0.21196,14.106,15.228,-0.21196
15.243,-0.21196,14.106,15.243,-0.21196
15.258,-0.21196,14.106,15.258,-0.21196
15.274,-0.21196,14.106,15.274,-0.21196
15.289,-0.21196,14.106,15.289,-0.21196
15.304,-0.21196,14.106,15.304,-0.21196
15.319,-0.21196,14.106,15.319,-0.21196
15.335,-0.21196,14.106,15.335,-0.21196
15.35,-0.21196,14.106,15.35,-0.21196
15.365,-0.21196,14.106,15.365,-0.21196
15.381,-0.21196,14.106,15.381,-0.21196
15.396,-0.21196,14.106,15.396,-0.21196
15.411,-0.21196,14.106,15.411,-0.21196
15.426,-0.21196,14.106,15.426,-0.21196
15.442,-0.21196,14.106,15.442,-0.21196
15.457,-0.21196,14.106,15.457,-0.21196
15.472,-0.21196,14.106,15.472,-0.21196
15.487,-0.21196,14.106,15.487,-0.21196
15.503,-0.21196,14.106,15.503,-0.21196
15.518,-0.21196,14.106,15.518,-0.21196
15.533,-0.21196,14.106,15.533,-0.21196
15.549,-0.21196,14.106,15.549,-0.21196
15.564,-0.21196,14.106,15.564,-0.21196
15.579,-0.21196,14.106,15.579,-0.21196
15.594,-0.21196,14.106,15.594,-0.21196
15.61,-0.21196,14.106,15.61,-0.21196
15.625,-0.21196,14.106,15.625,-0.21196
15.64,-0.21196,14.106,15.64,-0.21196
15.655,-0.21196,14.106,15.655,-0.21196
15.671,-0.21196,14.106,15.671,-0.21196
15.686,-0.21196,14.106,15.686,-0.21196
15.701,-0.21196,14.106,15.701,-0.21196
15.717,-0.21196,14.106,15.717,-0.21196
15.732,-0.21196,14.106,15.732,-0.21196
15.747,-0.21196,14.106,15.747,-0.21196
15.762,-0.21196,14.106,15.762,-0.21196
15.778,-0.21196,14.106,15.778,-0.21196
15.793,-0.21196,14.106,15.793,-0.21196
15.808,-0.21196,14.106,15.808,-0.21196
15.823,-0.21196,14.106,15.823,-0.21196
15.839,-0.21196,14.106,15.839,-0.21196
15.854,-0.21196,14.106,15.854,-0.21196
15.869,-0.21196,14.106,15.869,-0.21196
15.885,-0.21196,14.106,15.885,-0.21196
15.9,-0.21196,14.106,15.9,-0.21196
15.915,-0.21196,14.106,15.915,-0.21196
15.93,-0.21196,14.106,15.93,-0.21196
15.946,-0.21196,14.106,15.946,-0.21196
15.961,-0.21196,14.106,15.961,-0.21196
15.976,-0.21196,14.106,15.976,-0.21196
15.991,-0.21196,14.106,15.991,-0.21196
16.007,-0.21196,14.106,16.007,-0.21196
16.022,-0.21196,14.106,16.022,-0.21196
16.037,-0.21196,14.106,16.037,-0.21196
16.053,-0.21196,14.106,16.053,-0.21196
16.068,-0.21196,14.106,16.068,-0.21196
16.083,-0.21196,14.106,16.083,-0.21196
16.098,-0.21196,14.106,16.098,-0.21196
16.114,-0.21196,14.106,16.114,-0.21196
16.129,-0.21196,14.106,16.129,-0.21196
16.144,-0.21196,14.106,16.144,-0.21196
16.16,-0.21196,14.106,16.16,-0.21196
16.175,-0.21196,14.106,16.175,-0.21196
16.19,-0.21196,14.106,16.19,-0.21196
16.205,-0.21196,14.106,16.205,-0.21196
16.221,-0.21196,14.106,16.221,-0.21196
16.236,-0.21196,14.106,16.236,-0.21196
16.251,-0.21196,14.106,16.251,-0.21196
16.266,-0.21196,14.106,16.266,-0.21196
16.282,-0.21196,14.106,16.282,-0.21196
16.297,-0.21196,14.106,16.297,-0.21196
16.312,-0.21196,14.106,16.312,-0.21196
16.328,-0.21196,14.106,16.328,-0.21196
16.343,-0.21196,14.106,16.343,-0.21196
16.358,-0.21196,14.106,16.358,-0.21196
16.373,-0.21196,14.106,16.373,-0.21196
16.389,-0.21196,14.106,16.389,-0.21196
16.404,-0.21196,14.106,16.404,-0.21196
16.419,-0.21196,14.106,16.419,-0.21196
16.434,-0.21196,14.106,16.434,-0.21196
16.45,-0.21196,14.106,16.45,-0.21196
16.465,-0.21196,14.106,16.465,-0.21196
16.48,-0.21196,14.106,16.48,-0.21196
16.496,-0.21196,14.106,16.496,-0.21196
16.511,-0.21196,14.106,16.511,-0.21196
16.526,-0.21196,14.106,16.526,-0.21196
16.541,-0.21196,14.106,16.541,-0.21196
16.557,-0.21196,14.106,16.557,-0.21196
16.572,-0.21196,14.106,16.572,-0.21196
16.587,-0.21196,14.106,16.587,-0.21196
16.602,-0.21196,14.106,16.602,-0.21196
16.618,-0.21196,14.106,16.618,-0.21196
16.633,-0.21196,14.106,16.633,-0.21196
16.648,-0.21196,14.106,16.648,-0.21196
16.664,-0.21196,14.106,16.664,-0.21196
16.679,-0.21196,14.106,16.679,-0.21196
16.694,-0.21196,14.106,16.694,-0.21196
16.709,-0.21196,14.106,16.709,-0.21196
16.725,-0.21196,14.106,16.725,-0.21196
16.74,-0.21196,14.106,16.74,-0.21196
16.755,-0.21196,14.106,16.755,-0.21196
16.77,-0.21196,14.106,16.77,-0.21196
16.786,-0.21196,14.106,16.786,-0.21196
16.801,-0.21196,14.106,16.801,-0.21196
16.816,-0.21196,14.106,16.816,-0.21196
16.832,-0.21196,14.106,16.832,-0.21196
16.847,-0.21196,14.106,16.847,-0.21196
16.862,-0.21196,14.106,16.862,-0.21196
16.877,-0.21196,14.106,16.877,-0.21196
16.893,-0.21196,14.106,16.893,-0.21196
16.908,-0.21196,14.106,16.908,-0.21196
16.923,-0.21196,14.106,16.923,-0.21196
16.938,-0.21196,14.106,16.938,-0.21196
16.954,-0.21196,14.106,16.954,-0.21196
16.969,-0.21196,14.106,16.969,-0.21196
16.984,-0.21196,14.106,16.984,-0.21196
17,-0.21196,14.106,17,-0.21196
17.015,-0.21196,14.106,17.015,-0.21196
17.03,-0.21196,14.106,17.03,-0.21196
17.045,-0.21196,14.106,17.045,-0.21196
17.061,-0.21196,14.106,17.061,-0.21196
17.076,-0.21196,14.106,17.076,-0.21196
17.091,-0.21196,14.106,17.091,-0.21196
17.106,-0.21196,14.106,17.106,-0.21196
17.122,-0.21196,14.106,17.122,-0.21196
17.137,-0.21196,14.106,17.137,-0.21196
17.152,-0.21196,14.106,17.152,-0.21196
17.168,-0.21196,14.106,17.168,-0.21196
17.183,-0.21196,14.106,17.183,-0.21196
17.198,-0.21196,14.106,17.198,-0.21196
17.213,-0.21196,14.106,17.213,-0.21196
17.229,-0.21196,14.106,17.229,-0.21196
17.244,-0.21196,14.106,17.244,-0.21196
17.259,-0.21196,14.106,17.259,-0.21196
17.274,-0.21196,14.106,17.274,-0.21196
17.29,-0.21196,14.106,17.29,-0.21196
17.305,-0.21196,14.106,17.305,-0.21196
17.32,-0.21196,14.106,17.32,-0.21196
17.336,-0.21196,14.106,17.336,-0.21196
17.351,-0.21196,14.106,17.351,-0.21196
17.366,-0.21196,14.106,17.366,-0.21196
17.381,-0.21196,14.106,17.381,-0.21196
17.397,-0.21196,14.106,17.397,-0.21196
17.412,-0.21196,14.106,17.412,-0.21196
17.427,-0.21196,14.106,17.427,-0.21196
17.443,-0.21196,14.106,17.443,-0.21196
17.458,-0.21196,14.106,17.458,-0.21196
17.473,-0.21196,14.106,17.473,-0.21196
17.488,-0.21196,14.106,17.488,-0.21196
17.504,-0.21196,14.106,17.504,-0.21196
17.519,-0.21196,14.106,17.519,-0.21196
17.534,-0.21196,14.106,17.534,-0.21196
17.549,-0.21196,14.106,17.549,-0.21196
17.565,-0.21196,14.106,17.565,-0.21196
17.58,-0.21196,14.106,17.58,-0.21196
17.595,-0.21196,14.106,17.595,-0.21196
17.611,-0.21196,14.106,17.611,-0.21196
17.626,-0.21196,14.106,17.626,-0.21196
17.641,-0.21196,14.106,17.641,-0.21196
17.656,-0.21196,14.106,17.656,-0.21196
17.672,-0.21196,14.106,17.672,-0.21196
17.687,-0.21196,14.106,17.687,-0.21196
17.702,-0.21196,14.106,17.702,-0.21196
17.717,-0.21196,14.106,17.717,-0.21196
17.733,-0.21196,14.106,17.733,-0.21196
17.748,-0.21196,14.106,17.748,-0.21196
17.763,-0.21196,14.106,17.763,-0.21196
17.779,-0.21196,14.106,17.779,-0.21196
17.794,-0.21196,14.106,17.794,-0.21196
17.809,-0.21196,14.106,17.809,-0.21196
17.824,-0.21196,14.106,17.824,-0.21196
17.84,-0.21196,14.106,17.84,-0.21196
17.855,-0.21196,14.106,17.855,-0.21196
17.87,-0.21196,14.106,17.87,-0.21196
17.885,-0.21196,14.106,17.885,-0.21196
17.901,-0.21196,14.106,17.901,-0.21196
17.916,-0.21196,14.106,17.916,-0.21196
17.931,-0.21196,14.106,17.931,-0.21196
17.947,-0.21196,14.106,17.947,-0.21196
17.962,-0.21196,14.106,17.962,-0.21196
17.977,-0.21196,14.106,17.977,-0.21196
17.992,-0.21196,14.106,17.992,-0.21196
18.008,-0.21196,14.106,18.008,-0.21196
18.023,-0.21196,14.106,18.023,-0.21196
18.038,-0.21196,14.106,18.038,-0.21196
18.053,-0.21196,14.106,18.053,-0.21196
18.069,-0.21196,14.106,18.069,-0.21196
18.084,-0.21196,14.106,18.084,-0.21196
18.099,-0.21196,14.106,18.099,-0.21196
18.115,-0.21196,14.106,18.115,-0.21196
18.13,-0.21196,14.106,18.13,-0.21196
18.145,-0.21196,14.106,18.145,-0.21196
18.16,-0.21196,14.106,18.16,-0.21196
18.176,-0.21196,14.106,18.176,-0.21196
18.191,-0.21196,14.106,18.191,-0.21196
18.206,-0.21196,14.106,18.206,-0.21196
18.221,-0.21196,14.106,18.221,-0.21196
18.237,-0.21196,14.106,18.237,-0.21196
18.252,-0.21196,14.106,18.252,-0.21196
18.267,-0.21196,14.106,18.267,-0.21196
18.283,-0.21196,14.106,18.283,-0.21196
18.298,-0.21196,14.106,18.298,-0.21196
18.313,-0.21196,14.106,18.313,-0.21196
18.328,-0.21196,14.106,18.328,-0.21196
18.344,-0.21196,14.106,18.344,-0.21196
18.359,-0.21196,14.106,18.359,-0.21196
18.374,-0.21196,14.106,18.374,-0.21196
18.389,-0.21196,14.106,18.389,-0.21196
18.405,-0.21196,14.106,18.405,-0.21196
18.42,-0.21196,14.106,18.42,-0.21196
18.435,-0.21196,14.106,18.435,-0.21196
18.451,-0.21196,14.106,18.451,-0.21196
18.466,-0.21196,14.106,18.466,-0.21196
18.481,-0.21196,14.106,18.481,-0.21196
18.496,-0.21196,14.106,18.496,-0.21196
18.512,-0.21196,14.106,18.512,-0.21196
18.527,-0.21196,14.106,18.527,-0.21196
18.542,-0.21196,14.106,18.542,-0.21196
18.557,-0.21196,14.106,18.557,-0.21196
18.573,-0.21196,14.106,18.573,-0.21196
18.588,-0.21196,14.106,18.588,-0.21196
18.603,-0.21196,14.106,18.603,-0.21196
18.619,-0.21196,14.106,18.619,-0.21196
18.634,-0.21196,14.106,18.634,-0.21196
18.649,-0.21196,14.106,18.649,-0.21196
18.664,-0.21196,14.106,18.664,-0.21196
18.68,-0.21196,14.106,18.68,-0.21196
18.695,-0.21196,14.106,18.695,-0.21196
18.71,-0.21196,14.106,18.71,-0.21196
18.726,-0.21196,14.106,18.726,-0.21196
18.741,-0.21196,14.106,18.741,-0.21196
18.756,-0.21196,14.106,18.756,-0.21196
18.771,-0.21196,14.106,18.771,-0.21196
18.787,-0.21196,14.106,18.787,-0.21196
18.802,-0.21196,14.106,18.802,-0.21196
18.817,-0.21196,14.106,18.817,-0.21196
18.832,-0.21196,14.106,18.832,-0.21196
18.848,-0.21196,14.106,18.848,-0.21196
18.863,-0.21196,14.106,18.863,-0.21196
18.878,-0.21196,14.106,18.878,-0.21196
18.894,-0.21196,14.106,18.894,-0.21196
18.909,-0.21196,14.106,18.909,-0.21196
18.924,-0.21196,14.106,18.924,-0.21196
18.939,-0.21196,14.106,18.939,-0.21196
18.955,-0.21196,14.106,18.955,-0.21196
18.97,-0.21196,14.106,18.97,-0.21196
18.985,-0.21196,14.106,18.985,-0.21196
19,-0.21196,14.106,19,-0.21196
19.016,-0.21196,14.106,19.016,-0.21196
19.031,-0.21196,14.106,19.031,-0.21196
19.046,-0.21196,14.106,19.046,-0.21196
19.062,-0.21196,14.106,19.062,-0.21196
19.077,-0.21196,14.106,19.077,-0.21196
19.092,-0.21196,14.106,19.092,-0.21196
19.107,-0.21196,14.106,19.107,-0.21196
19.123,-0.21196,14.106,19.123,-0.21196
19.138,-0.21196,14.106,19.138,-0.21196
19.153,-0.21196,14.106,19.153,-0.21196
19.168,-0.21196,14.106,19.168,-0.21196
19.184,-0.21196,14.106,19.184,-0.21196
19.199,-0.21196,14.106,19.199,-0.21196
19.214,-0.21196,14.106,19.214,-0.21196
19.23,-0.21196,14.106,19.23,-0.21196
19.245,-0.21196,14.106,19.245,-0.21196
19.26,-0.21196,14.106,19.26,-0.21196
19.275,-0.21196,14.106,19.275,-0.21196
19.291,-0.21196,14.106,19.291,-0.21196
19.306,-0.21196,14.106,19.306,-0.21196
19.321,-0.21196,14.106,19.321,-0.21196
19.336,-0.21196,14.106,19.336,-0.21196
19.352,-0.21196,14.106,19.352,-0.21196
19.367,-0.21196,14.106,19.367,-0.21196
19.382,-0.21196,14.106,19.382,-0.21196
19.398,-0.21196,14.106,19.398,-0.21196
19.413,-0.21196,14.106,19.413,-0.21196
19.428,-0.21196,14.106,19.428,-0.21196
19.443,-0.21196,14.106,19.443,-0.21196
19.459,-0.21196,14.106,19.459,-0.21196
19.474,-0.21196,14.106,19.474,-0.21196
19.489,-0.21196,14.106,19.489,-0.21196
19.504,-0.21196,14.106,19.504,-0.21196
19.52,-0.21196,14.106,19.52,-0.21196
19.535,-0.21196,14.106,19.535,-0.21196
19.55,-0.21196,14.106,19.55,-0.21196
19.566,-0.21196,14.106,19.566,-0.21196
19.581,-0.21196,14.106,19.581,-0.21196
19.596,-0.21196,14.106,19.596,-0.21196
19.611,-0.21196,14.106,19.611,-0.21196
19.627,-0.21196,14.106,19.627,-0.21196
19.642,-0.21196,14.106,19.642,-0.21196
19.657,-0.21196,14.106,19.657,-0.21196
19.672,-0.21196,14.106,19.672,-0.21196
19.688,-0.21196,14.106,19.688,-0.21196
19.703,-0.21196,14.106,19.703,-0.21196
19.718,-0.21196,14.106,19.718,-0.21196
19.734,-0.21196,14.106,19.734,-0.21196
19.749,-0.21196,14.106,19.749,-0.21196
19.764,-0.21196,14.106,19.764,-0.21196
19.779,-0.21196,14.106,19.779,-0.21196
19.795,-0.21196,14.106,19.795,-0.21196
19.81,-0.21196,14.106,19.81,-0.21196
19.825,-0.21196,14.106,19.825,-0.21196
19.84,-0.21196,14.106,19.84,-0.21196
19.856,-0.21196,14.106,19.856,-0.21196
19.871,-0.21196,14.106,19.871,-0.21196
19.886,-0.21196,14.106,19.886,-0.21196
19.902,-0.21196,14.106,19.902,-0.21196
19.917,-0.21196,14.106,19.917,-0.21196
19.932,-0.21196,14.106,19.932,-0.21196
19.947,-0.21196,14.106,19.947,-0.21196
19.963,-0.21196,14.106,19.963,-0.21196
19.978,-0.21196,14.106,19.978,-0.21196
19.993,-0.21196,14.106,19.993,-0.21196
20.008,-0.21196,14.106,20.008,-0.21196
20.024,-0.21196,14.106,20.024,-0.21196
20.039,-0.21196,14.106,20.039,-0.21196
20.054,-0.21196,14.106,20.054,-0.21196
20.07,-0.21196,14.106,20.07,-0.21196
20.085,-0.21196,14.106,20.085,-0.21196
20.1,-0.21196,14.106,20.1,-0.21196
20.115,-0.21196,14.106,20.115,-0.21196
20.131,-0.21196,14.106,20.131,-0.21196
20.146,-0.21196,14.106,20.146,-0.21196
20.161,-0.21196,14.106,20.161,-0.21196
20.177,-0.21196,14.106,20.177,-0.21196
20.192,-0.21196,14.106,20.192,-0.21196
20.208,-0.21196,14.106,20.208,-0.21196
20.223,-0.21196,14.106,20.223,-0.21196
20.238,-0.21196,14.106,20.238,-0.21196
20.254,-0.21196,14.106,20.254,-0.21196
20.269,-0.21196,14.106,20.269,-0.21196
20.285,-0.21196,14.106,20.285,-0.21196
20.3,-0.21196,14.106,20.3,-0.21196
20.316,-0.21196,14.106,20.316,-0.21196
20.332,-0.21196,14.106,20.332,-0.21196
20.347,-0.21196,14.106,20.347,-0.21196
20.363,-0.21196,14.106,20.363,-0.21196
20.378,-0.21196,14.106,20.378,-0.21196
20.394,-0.21196,14.106,20.394,-0.21196
20.41,-0.21196,14.106,20.41,-0.21196
20.425,-0.21196,14.106,20.425,-0.21196
20.441,-0.21196,14.106,20.441,-0.21196
20.457,-0.21196,14.106,20.457,-0.21196
20.473,-0.21196,14.106,20.473,-0.21196
20.488,-0.21196,14.106,20.488,-0.21196
20.504,-0.21196,14.106,20.504,-0.21196
20.52,-0.21196,14.106,20.52,-0.21196
20.536,-0.21196,14.106,20.536,-0.21196
20.552,-0.21196,14.106,20.552,-0.21196
20.568,-0.21196,14.106,20.568,-0.21196
20.584,-0.21196,14.106,20.584,-0.21196
20.6,-0.21196,14.106,20.6,-0.21196
20.616,-0.21196,14.106,20.616,-0.21196
20.632,-0.21196,14.106,20.632,-0.21196
20.648,-0.21196,14.106,20.648,-0.21196
20.664,-0.21196,14.106,20.664,-0.21196
20.68,-0.21196,14.106,20.68,-0.21196
20.696,-0.21196,14.106,20.696,-0.21196
20.712,-0.21196,14.106,20.712,-0.21196
20.728,-0.21196,14.106,20.728,-0.21196
20.744,-0.21196,14.106,20.744,-0.21196
20.761,-0.21196,14.106,20.761,-0.21196
20.777,-0.21196,14.106,20.777,-0.21196
20.793,-0.21196,14.106,20.793,-0.21196
20.809,-0.21196,14.106,20.809,-0.21196
20.826,-0.21196,14.106,20.826,-0.21196
20.842,-0.21196,14.106,20.842,-0.21196
20.858,-0.21196,14.106,20.858,-0.21196
20.875,-0.21196,14.106,20.875,-0.21196
20.891,-0.21196,14.106,20.891,-0.21196
20.908,-0.21196,14.106,20.908,-0.21196
20.924,-0.21196,14.106,20.924,-0.21196
20.941,-0.21196,14.106,20.941,-0.21196
20.957,-0.21196,14.106,20.957,-0.21196
20.974,-0.21196,14.106,20.974,-0.21196
20.99,-0.21196,14.106,20.99,-0.21196
21.007,-0.21196,14.106,21.007,-0.21196
21.024,-0.21196,14.106,21.024,-0.21196
21.04,-0.21196,14.106,21.04,-0.21196
21.057,-0.21196,14.106,21.057,-0.21196
21.074,-0.21196,14.106,21.074,-0.21196
21.09,-0.21196,14.106,21.09,-0.21196
21.107,-0.21196,14.106,21.107,-0.21196
21.124,-0.21196,14.106,21.124,-0.21196
21.141,-0.21196,14.106,21.141,-0.21196
21.158,-0.21196,14.106,21.158,-0.21196
21.175,-0.21196,14.106,21.175,-0.21196
21.192,-0.21196,14.106,21.192,-0.21196
21.209,-0.21196,14.106,21.209,-0.21196
21.226,-0.21196,14.106,21.226,-0.21196
21.243,-0.21196,14.106,21.243,-0.21196
21.26,-0.21196,14.106,21.26,-0.21196
21.277,-0.21196,14.106,21.277,-0.21196
21.294,-0.21196,14.106,21.294,-0.21196
21.312,-0.21196,14.106,21.312,-0.21196
21.329,-0.21196,14.106,21.329,-0.21196
21.346,-0.21196,14.106,21.346,-0.21196
21.363,-0.21196,14.106,21.363,-0.21196
21.381,-0.21196,14.106,21.381,-0.21196
21.398,-0.21196,14.106,21.398,-0.21196
21.415,-0.21196,14.106,21.415,-0.21196
21.433,-0.21196,14.106,21.433,-0.21196
21.45,-0.21196,14.106,21.45,-0.21196
21.468,-0.21196,14.106,21.468,-0.21196
21.485,-0.21196,14.106,21.485,-0.21196
21.503,-0.21196,14.106,21.503,-0.21196
21.521,-0.21196,14.106,21.521,-0.21196
21.538,-0.21196,14.106,21.538,-0.21196
21.556,-0.21196,14.106,21.556,-0.21196
21.574,-0.21196,14.106,21.574,-0.21196
21.592,-0.21196,14.106,21.592,-0.21196
21.609,-0.21196,14.106,21.609,-0.21196
21.627,-0.21196,14.106,21.627,-0.21196
21.645,-0.21196,14.106,21.645,-0.21196
21.663,-0.21196,14.106,21.663,-0.21196
21.681,-0.21196,14.106,21.681,-0.21196
21.699,-0.21196,14.106,21.699,-0.21196
21.717,-0.21196,14.106,21.717,-0.21196
21.735,-0.21196,14.106,21.735,-0.21196
21.753,-0.21196,14.106,21.753,-0.21196
21.772,-0.21196,14.106,21.772,-0.21196
21.79,-0.21196,14.106,21.79,-0.21196
21.808,-0.21196,14.106,21.808,-0.21196
21.826,-0.21196,14.106,21.826,-0.21196
21.845,-0.21196,14.106,21.845,-0.21196
21.863,-0.21196,14.106,21.863,-0.21196
21.882,-0.21196,14.106,21.882,-0.21196
21.9,-0.21196,14.106,21.9,-0.21196
21.919,-0.21196,14.106,21.919,-0.21196
21.937,-0.21196,14.106,21.937,-0.21196
21.956,-0.21196,14.106,21.956,-0.21196
21.974,-0.21196,14.106,21.974,-0.21196
21.993,-0.21196,14.106,21.993,-0.21196
22.012,-0.21196,14.106,22.012,-0.21196
22.031,-0.21196,14.106,22.031,-0.21196
22.049,-0.21196,14.106,22.049,-0.21196
22.068,-0.21196,14.106,22.068,-0.21196
22.087,-0.21196,14.106,22.087,-0.21196
22.106,-0.21196,14.106,22.106,-0.21196
22.125,-0.21196,14.106,22.125,-0.21196
22.144,-0.21196,14.106,22.144,-0.21196
22.163,-0.21196,14.106,22.163,-0.21196
22.183,-0.21196,14.106,22.183,-0.21196
22.202,-0.21196,14.106,22.202,-0.21196
22.221,-0.21196,14.106,22.221,-0.21196
22.24,-0.21196,14.106,22.24,-0.21196
22.26,-0.21196,14.106,22.26,-0.21196
22.279,-0.21196,14.106,22.279,-0.21196
22.299,-0.21196,14.106,22.299,-0.21196
22.318,-0.21196,14.106,22.318,-0.21196
22.338,-0.21196,14.106,22.338,-0.21196
22.357,-0.21196,14.106,22.357,-0.21196
22.377,-0.21196,14.106,22.377,-0.21196
22.397,-0.21196,14.106,22.397,-0.21196
22.417,-0.21196,14.106,22.417,-0.21196
22.436,-0.21196,14.106,22.436,-0.21196
22.456,-0.21196,14.106,22.456,-0.21196
22.476,-0.21196,14.106,22.476,-0.21196
22.496,-0.21196,14.106,22.496,-0.21196
22.516,-0.21196,14.106,22.516,-0.21196
22.536,-0.21196,14.106,22.536,-0.21196
22.557,-0.21196,14.106,22.557,-0.21196
22.577,-0.21196,14.106,22.577,-0.21196
22.597,-0.21196,14.106,22.597,-0.21196
22.618,-0.21196,14.106,22.618,-0.21196
22.638,-0.21196,14.106,22.638,-0.21196
22.658,-0.21196,14.106,22.658,-0.21196
22.679,-0.21196,14.106,22.679,-0.21196
