"Points:0","Points:1","Points:2","X","Y"
28.642,0.030415,14.106,28.642,0.030415
28.692,0.030415,14.106,28.692,0.030415
28.741,0.030415,14.106,28.741,0.030415
28.791,0.030415,14.106,28.791,0.030415
28.842,0.030415,14.106,28.842,0.030415
28.893,0.030415,14.106,28.893,0.030415
28.944,0.030415,14.106,28.944,0.030415
28.995,0.030415,14.106,28.995,0.030415
29.047,0.030415,14.106,29.047,0.030415
29.099,0.030415,14.106,29.099,0.030415
29.152,0.030415,14.106,29.152,0.030415
29.205,0.030415,14.106,29.205,0.030415
29.258,0.030415,14.106,29.258,0.030415
29.312,0.030415,14.106,29.312,0.030415
29.366,0.030415,14.106,29.366,0.030415
29.42,0.030415,14.106,29.42,0.030415
29.475,0.030415,14.106,29.475,0.030415
29.53,0.030415,14.106,29.53,0.030415
29.586,0.030415,14.106,29.586,0.030415
29.642,0.030415,14.106,29.642,0.030415
29.698,0.030415,14.106,29.698,0.030415
29.755,0.030415,14.106,29.755,0.030415
29.813,0.030415,14.106,29.813,0.030415
29.87,0.030415,14.106,29.87,0.030415
29.929,0.030415,14.106,29.929,0.030415
29.987,0.030415,14.106,29.987,0.030415
30.046,0.030415,14.106,30.046,0.030415
30.106,0.030415,14.106,30.106,0.030415
30.166,0.030415,14.106,30.166,0.030415
30.226,0.030415,14.106,30.226,0.030415
30.287,0.030415,14.106,30.287,0.030415
30.349,0.030415,14.106,30.349,0.030415
30.411,0.030415,14.106,30.411,0.030415
30.473,0.030415,14.106,30.473,0.030415
30.536,0.030415,14.106,30.536,0.030415
30.599,0.030415,14.106,30.599,0.030415
30.663,0.030415,14.106,30.663,0.030415
30.728,0.030415,14.106,30.728,0.030415
30.793,0.030415,14.106,30.793,0.030415
30.858,0.030415,14.106,30.858,0.030415
30.924,0.030415,14.106,30.924,0.030415
30.991,0.030415,14.106,30.991,0.030415
31.058,0.030415,14.106,31.058,0.030415
31.125,0.030415,14.106,31.125,0.030415
31.194,0.030415,14.106,31.194,0.030415
31.262,0.030415,14.106,31.262,0.030415
31.332,0.030415,14.106,31.332,0.030415
31.402,0.030415,14.106,31.402,0.030415
31.472,0.030415,14.106,31.472,0.030415
31.543,0.030415,14.106,31.543,0.030415
31.615,0.030415,14.106,31.615,0.030415
31.688,0.030415,14.106,31.688,0.030415
31.761,0.030415,14.106,31.761,0.030415
31.834,0.030415,14.106,31.834,0.030415
31.909,0.030415,14.106,31.909,0.030415
31.984,0.030415,14.106,31.984,0.030415
32.06,0.030415,14.106,32.06,0.030415
32.136,0.030415,14.106,32.136,0.030415
-7.8849e-05,0.042647,14.106,-7.8849e-05,0.042647
0.076264,0.042647,14.106,0.076264,0.042647
0.15195,0.042647,14.106,0.15195,0.042647
0.22697,0.042647,14.106,0.22697,0.042647
0.30132,0.042647,14.106,0.30132,0.042647
0.37503,0.042647,14.106,0.37503,0.042647
0.44809,0.042647,14.106,0.44809,0.042647
0.52052,0.042647,14.106,0.52052,0.042647
0.59232,0.042647,14.106,0.59232,0.042647
0.6635,0.042647,14.106,0.6635,0.042647
0.73408,0.042647,14.106,0.73408,0.042647
0.80406,0.042647,14.106,0.80406,0.042647
0.87345,0.042647,14.106,0.87345,0.042647
0.94225,0.042647,14.106,0.94225,0.042647
1.0105,0.042647,14.106,1.0105,0.042647
1.0781,0.042647,14.106,1.0781,0.042647
1.1452,0.042647,14.106,1.1452,0.042647
1.2118,0.042647,14.106,1.2118,0.042647
1.2778,0.042647,14.106,1.2778,0.042647
1.3433,0.042647,14.106,1.3433,0.042647
1.4082,0.042647,14.106,1.4082,0.042647
1.4726,0.042647,14.106,1.4726,0.042647
1.5365,0.042647,14.106,1.5365,0.042647
1.5999,0.042647,14.106,1.5999,0.042647
1.6628,0.042647,14.106,1.6628,0.042647
1.7252,0.042647,14.106,1.7252,0.042647
1.7871,0.042647,14.106,1.7871,0.042647
1.8485,0.042647,14.106,1.8485,0.042647
1.9094,0.042647,14.106,1.9094,0.042647
1.9699,0.042647,14.106,1.9699,0.042647
2.0299,0.042647,14.106,2.0299,0.042647
2.0895,0.042647,14.106,2.0895,0.042647
2.1485,0.042647,14.106,2.1485,0.042647
2.2072,0.042647,14.106,2.2072,0.042647
2.2654,0.042647,14.106,2.2654,0.042647
2.3231,0.042647,14.106,2.3231,0.042647
2.3805,0.042647,14.106,2.3805,0.042647
2.4374,0.042647,14.106,2.4374,0.042647
2.4939,0.042647,14.106,2.4939,0.042647
2.5499,0.042647,14.106,2.5499,0.042647
2.6056,0.042647,14.106,2.6056,0.042647
2.6608,0.042647,14.106,2.6608,0.042647
2.7157,0.042647,14.106,2.7157,0.042647
2.7701,0.042647,14.106,2.7701,0.042647
2.8242,0.042647,14.106,2.8242,0.042647
2.8779,0.042647,14.106,2.8779,0.042647
2.9312,0.042647,14.106,2.9312,0.042647
2.9841,0.042647,14.106,2.9841,0.042647
3.0366,0.042647,14.106,3.0366,0.042647
3.0888,0.042647,14.106,3.0888,0.042647
3.1406,0.042647,14.106,3.1406,0.042647
3.1921,0.042647,14.106,3.1921,0.042647
3.2432,0.042647,14.106,3.2432,0.042647
3.2939,0.042647,14.106,3.2939,0.042647
3.3443,0.042647,14.106,3.3443,0.042647
3.3944,0.042647,14.106,3.3944,0.042647
3.4441,0.042647,14.106,3.4441,0.042647
3.4935,0.042647,14.106,3.4935,0.042647
3.5425,0.042647,14.106,3.5425,0.042647
3.5912,0.042647,14.106,3.5912,0.042647
3.6396,0.042647,14.106,3.6396,0.042647
3.6877,0.042647,14.106,3.6877,0.042647
3.7355,0.042647,14.106,3.7355,0.042647
3.7829,0.042647,14.106,3.7829,0.042647
3.83,0.042647,14.106,3.83,0.042647
3.8769,0.042647,14.106,3.8769,0.042647
3.9234,0.042647,14.106,3.9234,0.042647
3.9696,0.042647,14.106,3.9696,0.042647
4.0155,0.042647,14.106,4.0155,0.042647
4.0612,0.042647,14.106,4.0612,0.042647
4.1065,0.042647,14.106,4.1065,0.042647
4.1516,0.042647,14.106,4.1516,0.042647
4.1964,0.042647,14.106,4.1964,0.042647
4.2409,0.042647,14.106,4.2409,0.042647
4.2851,0.042647,14.106,4.2851,0.042647
4.329,0.042647,14.106,4.329,0.042647
4.3727,0.042647,14.106,4.3727,0.042647
4.4161,0.042647,14.106,4.4161,0.042647
4.4592,0.042647,14.106,4.4592,0.042647
4.5021,0.042647,14.106,4.5021,0.042647
4.5447,0.042647,14.106,4.5447,0.042647
4.5871,0.042647,14.106,4.5871,0.042647
4.6292,0.042647,14.106,4.6292,0.042647
4.671,0.042647,14.106,4.671,0.042647
4.7126,0.042647,14.106,4.7126,0.042647
4.754,0.042647,14.106,4.754,0.042647
4.7951,0.042647,14.106,4.7951,0.042647
4.836,0.042647,14.106,4.836,0.042647
4.8766,0.042647,14.106,4.8766,0.042647
4.917,0.042647,14.106,4.917,0.042647
4.9572,0.042647,14.106,4.9572,0.042647
4.9971,0.042647,14.106,4.9971,0.042647
5.0368,0.042647,14.106,5.0368,0.042647
5.0763,0.042647,14.106,5.0763,0.042647
5.1155,0.042647,14.106,5.1155,0.042647
5.1545,0.042647,14.106,5.1545,0.042647
5.1933,0.042647,14.106,5.1933,0.042647
5.2319,0.042647,14.106,5.2319,0.042647
5.2703,0.042647,14.106,5.2703,0.042647
5.3084,0.042647,14.106,5.3084,0.042647
5.3464,0.042647,14.106,5.3464,0.042647
5.3841,0.042647,14.106,5.3841,0.042647
5.4216,0.042647,14.106,5.4216,0.042647
5.459,0.042647,14.106,5.459,0.042647
5.4961,0.042647,14.106,5.4961,0.042647
5.533,0.042647,14.106,5.533,0.042647
5.5697,0.042647,14.106,5.5697,0.042647
5.6062,0.042647,14.106,5.6062,0.042647
5.6425,0.042647,14.106,5.6425,0.042647
5.6787,0.042647,14.106,5.6787,0.042647
5.7146,0.042647,14.106,5.7146,0.042647
5.7504,0.042647,14.106,5.7504,0.042647
5.7859,0.042647,14.106,5.7859,0.042647
5.8213,0.042647,14.106,5.8213,0.042647
5.8565,0.042647,14.106,5.8565,0.042647
5.8915,0.042647,14.106,5.8915,0.042647
5.9263,0.042647,14.106,5.9263,0.042647
5.961,0.042647,14.106,5.961,0.042647
5.9954,0.042647,14.106,5.9954,0.042647
6.0297,0.042647,14.106,6.0297,0.042647
6.0638,0.042647,14.106,6.0638,0.042647
6.0978,0.042647,14.106,6.0978,0.042647
6.1315,0.042647,14.106,6.1315,0.042647
6.1651,0.042647,14.106,6.1651,0.042647
6.1986,0.042647,14.106,6.1986,0.042647
6.2319,0.042647,14.106,6.2319,0.042647
6.265,0.042647,14.106,6.265,0.042647
6.2979,0.042647,14.106,6.2979,0.042647
6.3307,0.042647,14.106,6.3307,0.042647
6.3633,0.042647,14.106,6.3633,0.042647
6.3958,0.042647,14.106,6.3958,0.042647
6.4281,0.042647,14.106,6.4281,0.042647
6.4602,0.042647,14.106,6.4602,0.042647
6.4922,0.042647,14.106,6.4922,0.042647
6.524,0.042647,14.106,6.524,0.042647
6.5557,0.042647,14.106,6.5557,0.042647
6.5873,0.042647,14.106,6.5873,0.042647
6.6187,0.042647,14.106,6.6187,0.042647
6.6499,0.042647,14.106,6.6499,0.042647
6.681,0.042647,14.106,6.681,0.042647
6.7119,0.042647,14.106,6.7119,0.042647
6.7428,0.042647,14.106,6.7428,0.042647
6.7734,0.042647,14.106,6.7734,0.042647
6.8039,0.042647,14.106,6.8039,0.042647
6.8343,0.042647,14.106,6.8343,0.042647
6.8646,0.042647,14.106,6.8646,0.042647
6.8947,0.042647,14.106,6.8947,0.042647
6.9246,0.042647,14.106,6.9246,0.042647
6.9545,0.042647,14.106,6.9545,0.042647
6.9842,0.042647,14.106,6.9842,0.042647
7.0138,0.042647,14.106,7.0138,0.042647
7.0432,0.042647,14.106,7.0432,0.042647
7.0725,0.042647,14.106,7.0725,0.042647
7.1017,0.042647,14.106,7.1017,0.042647
7.1307,0.042647,14.106,7.1307,0.042647
7.1596,0.042647,14.106,7.1596,0.042647
7.1884,0.042647,14.106,7.1884,0.042647
7.2171,0.042647,14.106,7.2171,0.042647
7.2457,0.042647,14.106,7.2457,0.042647
7.2741,0.042647,14.106,7.2741,0.042647
7.3024,0.042647,14.106,7.3024,0.042647
7.3306,0.042647,14.106,7.3306,0.042647
7.3586,0.042647,14.106,7.3586,0.042647
7.3866,0.042647,14.106,7.3866,0.042647
7.4144,0.042647,14.106,7.4144,0.042647
7.4421,0.042647,14.106,7.4421,0.042647
7.4697,0.042647,14.106,7.4697,0.042647
7.4972,0.042647,14.106,7.4972,0.042647
7.5246,0.042647,14.106,7.5246,0.042647
7.5518,0.042647,14.106,7.5518,0.042647
7.579,0.042647,14.106,7.579,0.042647
7.606,0.042647,14.106,7.606,0.042647
7.6329,0.042647,14.106,7.6329,0.042647
7.6597,0.042647,14.106,7.6597,0.042647
7.6864,0.042647,14.106,7.6864,0.042647
7.713,0.042647,14.106,7.713,0.042647
7.7395,0.042647,14.106,7.7395,0.042647
7.7659,0.042647,14.106,7.7659,0.042647
7.7922,0.042647,14.106,7.7922,0.042647
7.8184,0.042647,14.106,7.8184,0.042647
7.8444,0.042647,14.106,7.8444,0.042647
7.8704,0.042647,14.106,7.8704,0.042647
7.8963,0.042647,14.106,7.8963,0.042647
7.922,0.042647,14.106,7.922,0.042647
7.9477,0.042647,14.106,7.9477,0.042647
7.9733,0.042647,14.106,7.9733,0.042647
7.9988,0.042647,14.106,7.9988,0.042647
8.0241,0.042647,14.106,8.0241,0.042647
8.0494,0.042647,14.106,8.0494,0.042647
8.0746,0.042647,14.106,8.0746,0.042647
8.0997,0.042647,14.106,8.0997,0.042647
8.1247,0.042647,14.106,8.1247,0.042647
8.1496,0.042647,14.106,8.1496,0.042647
8.1744,0.042647,14.106,8.1744,0.042647
8.1991,0.042647,14.106,8.1991,0.042647
8.2237,0.042647,14.106,8.2237,0.042647
8.2483,0.042647,14.106,8.2483,0.042647
8.2727,0.042647,14.106,8.2727,0.042647
8.2971,0.042647,14.106,8.2971,0.042647
8.3214,0.042647,14.106,8.3214,0.042647
8.3455,0.042647,14.106,8.3455,0.042647
8.3696,0.042647,14.106,8.3696,0.042647
8.3936,0.042647,14.106,8.3936,0.042647
8.4176,0.042647,14.106,8.4176,0.042647
8.4414,0.042647,14.106,8.4414,0.042647
8.4652,0.042647,14.106,8.4652,0.042647
8.4888,0.042647,14.106,8.4888,0.042647
8.5124,0.042647,14.106,8.5124,0.042647
8.5359,0.042647,14.106,8.5359,0.042647
8.5594,0.042647,14.106,8.5594,0.042647
8.5827,0.042647,14.106,8.5827,0.042647
8.606,0.042647,14.106,8.606,0.042647
8.6292,0.042647,14.106,8.6292,0.042647
8.6523,0.042647,14.106,8.6523,0.042647
8.6753,0.042647,14.106,8.6753,0.042647
8.6982,0.042647,14.106,8.6982,0.042647
8.7211,0.042647,14.106,8.7211,0.042647
8.7439,0.042647,14.106,8.7439,0.042647
8.7666,0.042647,14.106,8.7666,0.042647
8.7893,0.042647,14.106,8.7893,0.042647
8.8119,0.042647,14.106,8.8119,0.042647
8.8343,0.042647,14.106,8.8343,0.042647
8.8568,0.042647,14.106,8.8568,0.042647
8.8791,0.042647,14.106,8.8791,0.042647
8.9014,0.042647,14.106,8.9014,0.042647
8.9236,0.042647,14.106,8.9236,0.042647
8.9457,0.042647,14.106,8.9457,0.042647
8.9678,0.042647,14.106,8.9678,0.042647
8.9898,0.042647,14.106,8.9898,0.042647
9.0117,0.042647,14.106,9.0117,0.042647
9.0336,0.042647,14.106,9.0336,0.042647
9.0554,0.042647,14.106,9.0554,0.042647
9.0771,0.042647,14.106,9.0771,0.042647
9.0987,0.042647,14.106,9.0987,0.042647
9.1203,0.042647,14.106,9.1203,0.042647
9.1418,0.042647,14.106,9.1418,0.042647
9.1633,0.042647,14.106,9.1633,0.042647
9.1846,0.042647,14.106,9.1846,0.042647
9.206,0.042647,14.106,9.206,0.042647
9.2272,0.042647,14.106,9.2272,0.042647
9.2484,0.042647,14.106,9.2484,0.042647
9.2695,0.042647,14.106,9.2695,0.042647
9.2906,0.042647,14.106,9.2906,0.042647
9.3116,0.042647,14.106,9.3116,0.042647
9.3325,0.042647,14.106,9.3325,0.042647
9.3534,0.042647,14.106,9.3534,0.042647
9.3742,0.042647,14.106,9.3742,0.042647
9.395,0.042647,14.106,9.395,0.042647
9.4157,0.042647,14.106,9.4157,0.042647
9.4363,0.042647,14.106,9.4363,0.042647
9.4569,0.042647,14.106,9.4569,0.042647
9.4774,0.042647,14.106,9.4774,0.042647
9.4978,0.042647,14.106,9.4978,0.042647
9.5182,0.042647,14.106,9.5182,0.042647
9.5386,0.042647,14.106,9.5386,0.042647
9.5589,0.042647,14.106,9.5589,0.042647
9.5791,0.042647,14.106,9.5791,0.042647
9.5993,0.042647,14.106,9.5993,0.042647
9.6194,0.042647,14.106,9.6194,0.042647
9.6394,0.042647,14.106,9.6394,0.042647
9.6594,0.042647,14.106,9.6594,0.042647
9.6794,0.042647,14.106,9.6794,0.042647
9.6993,0.042647,14.106,9.6993,0.042647
9.7191,0.042647,14.106,9.7191,0.042647
9.7389,0.042647,14.106,9.7389,0.042647
9.7586,0.042647,14.106,9.7586,0.042647
9.7783,0.042647,14.106,9.7783,0.042647
9.7979,0.042647,14.106,9.7979,0.042647
9.8175,0.042647,14.106,9.8175,0.042647
9.837,0.042647,14.106,9.837,0.042647
9.8565,0.042647,14.106,9.8565,0.042647
9.8759,0.042647,14.106,9.8759,0.042647
9.8953,0.042647,14.106,9.8953,0.042647
9.9146,0.042647,14.106,9.9146,0.042647
9.9339,0.042647,14.106,9.9339,0.042647
9.9531,0.042647,14.106,9.9531,0.042647
9.9723,0.042647,14.106,9.9723,0.042647
9.9914,0.042647,14.106,9.9914,0.042647
10.01,0.042647,14.106,10.01,0.042647
10.03,0.042647,14.106,10.03,0.042647
10.048,0.042647,14.106,10.048,0.042647
10.067,0.042647,14.106,10.067,0.042647
10.086,0.042647,14.106,10.086,0.042647
10.105,0.042647,14.106,10.105,0.042647
10.124,0.042647,14.106,10.124,0.042647
10.143,0.042647,14.106,10.143,0.042647
10.161,0.042647,14.106,10.161,0.042647
10.18,0.042647,14.106,10.18,0.042647
10.199,0.042647,14.106,10.199,0.042647
10.217,0.042647,14.106,10.217,0.042647
10.236,0.042647,14.106,10.236,0.042647
10.254,0.042647,14.106,10.254,0.042647
10.273,0.042647,14.106,10.273,0.042647
10.291,0.042647,14.106,10.291,0.042647
10.309,0.042647,14.106,10.309,0.042647
10.328,0.042647,14.106,10.328,0.042647
10.346,0.042647,14.106,10.346,0.042647
10.364,0.042647,14.106,10.364,0.042647
10.382,0.042647,14.106,10.382,0.042647
10.401,0.042647,14.106,10.401,0.042647
10.419,0.042647,14.106,10.419,0.042647
10.437,0.042647,14.106,10.437,0.042647
10.455,0.042647,14.106,10.455,0.042647
10.473,0.042647,14.106,10.473,0.042647
10.491,0.042647,14.106,10.491,0.042647
10.508,0.042647,14.106,10.508,0.042647
10.526,0.042647,14.106,10.526,0.042647
10.544,0.042647,14.106,10.544,0.042647
10.562,0.042647,14.106,10.562,0.042647
10.58,0.042647,14.106,10.58,0.042647
10.597,0.042647,14.106,10.597,0.042647
10.615,0.042647,14.106,10.615,0.042647
10.633,0.042647,14.106,10.633,0.042647
10.65,0.042647,14.106,10.65,0.042647
10.668,0.042647,14.106,10.668,0.042647
10.685,0.042647,14.106,10.685,0.042647
10.703,0.042647,14.106,10.703,0.042647
10.72,0.042647,14.106,10.72,0.042647
10.738,0.042647,14.106,10.738,0.042647
10.755,0.042647,14.106,10.755,0.042647
10.772,0.042647,14.106,10.772,0.042647
10.79,0.042647,14.106,10.79,0.042647
10.807,0.042647,14.106,10.807,0.042647
10.824,0.042647,14.106,10.824,0.042647
10.841,0.042647,14.106,10.841,0.042647
10.859,0.042647,14.106,10.859,0.042647
10.876,0.042647,14.106,10.876,0.042647
10.893,0.042647,14.106,10.893,0.042647
10.91,0.042647,14.106,10.91,0.042647
10.927,0.042647,14.106,10.927,0.042647
10.944,0.042647,14.106,10.944,0.042647
10.961,0.042647,14.106,10.961,0.042647
10.978,0.042647,14.106,10.978,0.042647
10.995,0.042647,14.106,10.995,0.042647
11.012,0.042647,14.106,11.012,0.042647
11.028,0.042647,14.106,11.028,0.042647
11.045,0.042647,14.106,11.045,0.042647
11.062,0.042647,14.106,11.062,0.042647
11.079,0.042647,14.106,11.079,0.042647
11.095,0.042647,14.106,11.095,0.042647
11.112,0.042647,14.106,11.112,0.042647
11.129,0.042647,14.106,11.129,0.042647
11.145,0.042647,14.106,11.145,0.042647
11.162,0.042647,14.106,11.162,0.042647
11.179,0.042647,14.106,11.179,0.042647
11.195,0.042647,14.106,11.195,0.042647
11.212,0.042647,14.106,11.212,0.042647
11.228,0.042647,14.106,11.228,0.042647
11.245,0.042647,14.106,11.245,0.042647
11.261,0.042647,14.106,11.261,0.042647
11.277,0.042647,14.106,11.277,0.042647
11.294,0.042647,14.106,11.294,0.042647
11.31,0.042647,14.106,11.31,0.042647
11.326,0.042647,14.106,11.326,0.042647
11.343,0.042647,14.106,11.343,0.042647
11.359,0.042647,14.106,11.359,0.042647
11.375,0.042647,14.106,11.375,0.042647
11.391,0.042647,14.106,11.391,0.042647
11.408,0.042647,14.106,11.408,0.042647
11.424,0.042647,14.106,11.424,0.042647
11.44,0.042647,14.106,11.44,0.042647
11.456,0.042647,14.106,11.456,0.042647
11.472,0.042647,14.106,11.472,0.042647
11.488,0.042647,14.106,11.488,0.042647
11.504,0.042647,14.106,11.504,0.042647
11.52,0.042647,14.106,11.52,0.042647
11.536,0.042647,14.106,11.536,0.042647
11.552,0.042647,14.106,11.552,0.042647
11.568,0.042647,14.106,11.568,0.042647
11.584,0.042647,14.106,11.584,0.042647
11.6,0.042647,14.106,11.6,0.042647
11.616,0.042647,14.106,11.616,0.042647
11.631,0.042647,14.106,11.631,0.042647
11.647,0.042647,14.106,11.647,0.042647
11.663,0.042647,14.106,11.663,0.042647
11.679,0.042647,14.106,11.679,0.042647
11.695,0.042647,14.106,11.695,0.042647
11.71,0.042647,14.106,11.71,0.042647
11.726,0.042647,14.106,11.726,0.042647
11.742,0.042647,14.106,11.742,0.042647
11.757,0.042647,14.106,11.757,0.042647
11.773,0.042647,14.106,11.773,0.042647
11.789,0.042647,14.106,11.789,0.042647
11.804,0.042647,14.106,11.804,0.042647
11.82,0.042647,14.106,11.82,0.042647
11.835,0.042647,14.106,11.835,0.042647
11.851,0.042647,14.106,11.851,0.042647
11.866,0.042647,14.106,11.866,0.042647
11.882,0.042647,14.106,11.882,0.042647
11.897,0.042647,14.106,11.897,0.042647
11.913,0.042647,14.106,11.913,0.042647
11.928,0.042647,14.106,11.928,0.042647
11.944,0.042647,14.106,11.944,0.042647
11.959,0.042647,14.106,11.959,0.042647
11.974,0.042647,14.106,11.974,0.042647
11.99,0.042647,14.106,11.99,0.042647
12.005,0.042647,14.106,12.005,0.042647
12.02,0.042647,14.106,12.02,0.042647
12.036,0.042647,14.106,12.036,0.042647
12.051,0.042647,14.106,12.051,0.042647
12.066,0.042647,14.106,12.066,0.042647
12.081,0.042647,14.106,12.081,0.042647
12.097,0.042647,14.106,12.097,0.042647
12.112,0.042647,14.106,12.112,0.042647
12.127,0.042647,14.106,12.127,0.042647
12.143,0.042647,14.106,12.143,0.042647
12.158,0.042647,14.106,12.158,0.042647
12.173,0.042647,14.106,12.173,0.042647
12.188,0.042647,14.106,12.188,0.042647
12.204,0.042647,14.106,12.204,0.042647
12.219,0.042647,14.106,12.219,0.042647
12.234,0.042647,14.106,12.234,0.042647
12.249,0.042647,14.106,12.249,0.042647
12.265,0.042647,14.106,12.265,0.042647
12.28,0.042647,14.106,12.28,0.042647
12.295,0.042647,14.106,12.295,0.042647
12.311,0.042647,14.106,12.311,0.042647
12.326,0.042647,14.106,12.326,0.042647
12.341,0.042647,14.106,12.341,0.042647
12.356,0.042647,14.106,12.356,0.042647
12.372,0.042647,14.106,12.372,0.042647
12.387,0.042647,14.106,12.387,0.042647
12.402,0.042647,14.106,12.402,0.042647
12.417,0.042647,14.106,12.417,0.042647
12.433,0.042647,14.106,12.433,0.042647
12.448,0.042647,14.106,12.448,0.042647
12.463,0.042647,14.106,12.463,0.042647
12.479,0.042647,14.106,12.479,0.042647
12.494,0.042647,14.106,12.494,0.042647
12.509,0.042647,14.106,12.509,0.042647
12.524,0.042647,14.106,12.524,0.042647
12.54,0.042647,14.106,12.54,0.042647
12.555,0.042647,14.106,12.555,0.042647
12.57,0.042647,14.106,12.57,0.042647
12.585,0.042647,14.106,12.585,0.042647
12.601,0.042647,14.106,12.601,0.042647
12.616,0.042647,14.106,12.616,0.042647
12.631,0.042647,14.106,12.631,0.042647
12.647,0.042647,14.106,12.647,0.042647
12.662,0.042647,14.106,12.662,0.042647
12.677,0.042647,14.106,12.677,0.042647
12.692,0.042647,14.106,12.692,0.042647
12.708,0.042647,14.106,12.708,0.042647
12.723,0.042647,14.106,12.723,0.042647
12.738,0.042647,14.106,12.738,0.042647
12.753,0.042647,14.106,12.753,0.042647
12.769,0.042647,14.106,12.769,0.042647
12.784,0.042647,14.106,12.784,0.042647
12.799,0.042647,14.106,12.799,0.042647
12.815,0.042647,14.106,12.815,0.042647
12.83,0.042647,14.106,12.83,0.042647
12.845,0.042647,14.106,12.845,0.042647
12.86,0.042647,14.106,12.86,0.042647
12.876,0.042647,14.106,12.876,0.042647
12.891,0.042647,14.106,12.891,0.042647
12.906,0.042647,14.106,12.906,0.042647
12.921,0.042647,14.106,12.921,0.042647
12.937,0.042647,14.106,12.937,0.042647
12.952,0.042647,14.106,12.952,0.042647
12.967,0.042647,14.106,12.967,0.042647
12.983,0.042647,14.106,12.983,0.042647
12.998,0.042647,14.106,12.998,0.042647
13.013,0.042647,14.106,13.013,0.042647
13.028,0.042647,14.106,13.028,0.042647
13.044,0.042647,14.106,13.044,0.042647
13.059,0.042647,14.106,13.059,0.042647
13.074,0.042647,14.106,13.074,0.042647
13.089,0.042647,14.106,13.089,0.042647
13.105,0.042647,14.106,13.105,0.042647
13.12,0.042647,14.106,13.12,0.042647
13.135,0.042647,14.106,13.135,0.042647
13.151,0.042647,14.106,13.151,0.042647
13.166,0.042647,14.106,13.166,0.042647
13.181,0.042647,14.106,13.181,0.042647
13.196,0.042647,14.106,13.196,0.042647
13.212,0.042647,14.106,13.212,0.042647
13.227,0.042647,14.106,13.227,0.042647
13.242,0.042647,14.106,13.242,0.042647
13.258,0.042647,14.106,13.258,0.042647
13.273,0.042647,14.106,13.273,0.042647
13.288,0.042647,14.106,13.288,0.042647
13.303,0.042647,14.106,13.303,0.042647
13.319,0.042647,14.106,13.319,0.042647
13.334,0.042647,14.106,13.334,0.042647
13.349,0.042647,14.106,13.349,0.042647
13.364,0.042647,14.106,13.364,0.042647
13.38,0.042647,14.106,13.38,0.042647
13.395,0.042647,14.106,13.395,0.042647
13.41,0.042647,14.106,13.41,0.042647
13.426,0.042647,14.106,13.426,0.042647
13.441,0.042647,14.106,13.441,0.042647
13.456,0.042647,14.106,13.456,0.042647
13.471,0.042647,14.106,13.471,0.042647
13.487,0.042647,14.106,13.487,0.042647
13.502,0.042647,14.106,13.502,0.042647
13.517,0.042647,14.106,13.517,0.042647
13.532,0.042647,14.106,13.532,0.042647
13.548,0.042647,14.106,13.548,0.042647
13.563,0.042647,14.106,13.563,0.042647
13.578,0.042647,14.106,13.578,0.042647
13.594,0.042647,14.106,13.594,0.042647
13.609,0.042647,14.106,13.609,0.042647
13.624,0.042647,14.106,13.624,0.042647
13.639,0.042647,14.106,13.639,0.042647
13.655,0.042647,14.106,13.655,0.042647
13.67,0.042647,14.106,13.67,0.042647
13.685,0.042647,14.106,13.685,0.042647
13.7,0.042647,14.106,13.7,0.042647
13.716,0.042647,14.106,13.716,0.042647
13.731,0.042647,14.106,13.731,0.042647
13.746,0.042647,14.106,13.746,0.042647
13.762,0.042647,14.106,13.762,0.042647
13.777,0.042647,14.106,13.777,0.042647
13.792,0.042647,14.106,13.792,0.042647
13.807,0.042647,14.106,13.807,0.042647
13.823,0.042647,14.106,13.823,0.042647
13.838,0.042647,14.106,13.838,0.042647
13.853,0.042647,14.106,13.853,0.042647
13.868,0.042647,14.106,13.868,0.042647
13.884,0.042647,14.106,13.884,0.042647
13.899,0.042647,14.106,13.899,0.042647
13.914,0.042647,14.106,13.914,0.042647
13.93,0.042647,14.106,13.93,0.042647
13.945,0.042647,14.106,13.945,0.042647
13.96,0.042647,14.106,13.96,0.042647
13.975,0.042647,14.106,13.975,0.042647
13.991,0.042647,14.106,13.991,0.042647
14.006,0.042647,14.106,14.006,0.042647
14.021,0.042647,14.106,14.021,0.042647
14.036,0.042647,14.106,14.036,0.042647
14.052,0.042647,14.106,14.052,0.042647
14.067,0.042647,14.106,14.067,0.042647
14.082,0.042647,14.106,14.082,0.042647
14.098,0.042647,14.106,14.098,0.042647
14.113,0.042647,14.106,14.113,0.042647
14.128,0.042647,14.106,14.128,0.042647
14.143,0.042647,14.106,14.143,0.042647
14.159,0.042647,14.106,14.159,0.042647
14.174,0.042647,14.106,14.174,0.042647
14.189,0.042647,14.106,14.189,0.042647
14.204,0.042647,14.106,14.204,0.042647
14.22,0.042647,14.106,14.22,0.042647
14.235,0.042647,14.106,14.235,0.042647
14.25,0.042647,14.106,14.25,0.042647
14.266,0.042647,14.106,14.266,0.042647
14.281,0.042647,14.106,14.281,0.042647
14.296,0.042647,14.106,14.296,0.042647
14.311,0.042647,14.106,14.311,0.042647
14.327,0.042647,14.106,14.327,0.042647
14.342,0.042647,14.106,14.342,0.042647
14.357,0.042647,14.106,14.357,0.042647
14.372,0.042647,14.106,14.372,0.042647
14.388,0.042647,14.106,14.388,0.042647
