"X","Y","Z","K","W","uu","uv","uw","vv","vw","ww","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,12.589,0.65,-1.1704e-06
12.589,0.65,0.032135,0.00022249,1.1008,6.8603e-05,-1.0217e-06,-2.4983e-05,5.3687e-05,-1.6818e-06,0.0003227,1,0.032136,12.589,0.65,0.032135
12.589,0.65,0.064271,0.00022249,1.1008,6.8603e-05,-1.0217e-06,-2.4983e-05,5.3687e-05,-1.6818e-06,0.0003227,1,0.064272,12.589,0.65,0.064271
12.589,0.65,0.096407,0.00024671,1.097,0.00010371,-4.8068e-06,7.0086e-06,8.1909e-05,-1.391e-05,0.0003078,1,0.096408,12.589,0.65,0.096407
12.589,0.65,0.12854,0.00024671,1.097,0.00010371,-4.8068e-06,7.0086e-06,8.1909e-05,-1.391e-05,0.0003078,1,0.12854,12.589,0.65,0.12854
12.589,0.65,0.16068,0.00027691,1.0967,0.00010433,-3.8793e-06,3.3559e-06,8.1707e-05,-2.3697e-06,0.00036778,1,0.16068,12.589,0.65,0.16068
12.589,0.65,0.19281,0.00027691,1.0967,0.00010433,-3.8793e-06,3.3559e-06,8.1707e-05,-2.3697e-06,0.00036778,1,0.19282,12.589,0.65,0.19281
12.589,0.65,0.22495,0.00027691,1.0967,0.00010433,-3.8793e-06,3.3559e-06,8.1707e-05,-2.3697e-06,0.00036778,1,0.22495,12.589,0.65,0.22495
12.589,0.65,0.25709,0.00025283,1.0965,8.8472e-05,-7.8215e-06,6.7151e-06,8.5893e-05,-3.7808e-06,0.00033129,1,0.25709,12.589,0.65,0.25709
12.589,0.65,0.28922,0.00025283,1.0965,8.8472e-05,-7.8215e-06,6.7151e-06,8.5893e-05,-3.7808e-06,0.00033129,1,0.28922,12.589,0.65,0.28922
12.589,0.65,0.32136,0.00029833,1.0969,0.00010917,-4.1963e-06,1.4129e-05,8.3703e-05,-1.457e-05,0.00040379,1,0.32136,12.589,0.65,0.32136
12.589,0.65,0.35349,0.00029833,1.0969,0.00010917,-4.1963e-06,1.4129e-05,8.3703e-05,-1.457e-05,0.00040379,1,0.3535,12.589,0.65,0.35349
12.589,0.65,0.38563,0.00025919,1.0971,8.7446e-05,-3.289e-06,7.5983e-06,9.561e-05,1.5815e-06,0.00033532,1,0.38563,12.589,0.65,0.38563
