"X","Y","Z","K","W","uu","uv","uw","vv","vw","ww","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,13.708,0.65,-1.1704e-06
13.708,0.65,0.032135,0.00026258,1.0975,9.1203e-05,-1.0993e-05,-4.247e-05,4.3624e-05,2.7405e-06,0.00039033,1,0.032136,13.708,0.65,0.032135
13.708,0.65,0.064271,0.00026258,1.0975,9.1203e-05,-1.0993e-05,-4.247e-05,4.3624e-05,2.7405e-06,0.00039033,1,0.064272,13.708,0.65,0.064271
13.708,0.65,0.096407,0.0002486,1.0997,0.00012025,-1.0131e-05,3.5378e-06,7.2906e-05,-1.6909e-05,0.00030405,1,0.096408,13.708,0.65,0.096407
13.708,0.65,0.12854,0.0002486,1.0997,0.00012025,-1.0131e-05,3.5378e-06,7.2906e-05,-1.6909e-05,0.00030405,1,0.12854,13.708,0.65,0.12854
13.708,0.65,0.16068,0.00027073,1.0995,0.00012563,-3.8389e-06,1.7994e-06,7.189e-05,-9.8789e-06,0.00034394,1,0.16068,13.708,0.65,0.16068
13.708,0.65,0.19281,0.00027073,1.0995,0.00012563,-3.8389e-06,1.7994e-06,7.189e-05,-9.8789e-06,0.00034394,1,0.19282,13.708,0.65,0.19281
13.708,0.65,0.22495,0.00027073,1.0995,0.00012563,-3.8389e-06,1.7994e-06,7.189e-05,-9.8789e-06,0.00034394,1,0.22495,13.708,0.65,0.22495
13.708,0.65,0.25709,0.00025344,1.1,0.00012258,-5.9359e-06,-1.0965e-05,7.476e-05,-8.5301e-06,0.00030954,1,0.25709,13.708,0.65,0.25709
13.708,0.65,0.28922,0.00025344,1.1,0.00012258,-5.9359e-06,-1.0965e-05,7.476e-05,-8.5301e-06,0.00030954,1,0.28922,13.708,0.65,0.28922
13.708,0.65,0.32136,0.00027327,1.0999,0.00012926,-1.1385e-06,1.9338e-05,7.0309e-05,-4.4015e-07,0.00034697,1,0.32136,13.708,0.65,0.32136
13.708,0.65,0.35349,0.00027327,1.0999,0.00012926,-1.1385e-06,1.9338e-05,7.0309e-05,-4.4015e-07,0.00034697,1,0.3535,13.708,0.65,0.35349
13.708,0.65,0.38563,0.00026407,1.0998,0.00011984,-1.0445e-05,-8.737e-06,7.2738e-05,-7.0256e-06,0.00033556,1,0.38563,13.708,0.65,0.38563
13.708,0.65,0.41777,0.00026407,1.0998,0.00011984,-1.0445e-05,-8.737e-06,7.2738e-05,-7.0256e-06,0.00033556,1,0.41777,13.708,0.65,0.41777
13.708,0.65,0.4499,0.00029681,1.1002,0.00013532,-1.8626e-06,2.5448e-05,7.5296e-05,-1.2349e-05,0.000383,1,0.4499,13.708,0.65,0.4499
13.708,0.65,0.48204,0.00029681,1.1002,0.00013532,-1.8626e-06,2.5448e-05,7.5296e-05,-1.2349e-05,0.000383,1,0.48204,13.708,0.65,0.48204
13.708,0.65,0.51417,0.00029681,1.1002,0.00013532,-1.8626e-06,2.5448e-05,7.5296e-05,-1.2349e-05,0.000383,1,0.51418,13.708,0.65,0.51417
13.708,0.65,0.54631,0.00027574,1.0997,0.00012603,-9.7393e-06,1.0368e-07,7.751e-05,-1.7984e-05,0.00034794,1,0.54631,13.708,0.65,0.54631
13.708,0.65,0.57845,0.00027574,1.0997,0.00012603,-9.7393e-06,1.0368e-07,7.751e-05,-1.7984e-05,0.00034794,1,0.57845,13.708,0.65,0.57845
13.708,0.65,0.61058,0.00028884,1.1007,0.00014706,5.8819e-07,3.2213e-05,8.2304e-05,-7.5171e-06,0.00034832,1,0.61058,13.708,0.65,0.61058
13.708,0.65,0.64272,0.00028884,1.1007,0.00014706,5.8819e-07,3.2213e-05,8.2304e-05,-7.5171e-06,0.00034832,1,0.64272,13.708,0.65,0.64272
13.708,0.65,0.67485,0.00027965,1.1001,0.00012934,-4.6755e-06,-1.5274e-05,8.4695e-05,-1.7775e-05,0.00034526,1,0.67486,13.708,0.65,0.67485
