"X","Y","Z","K","W","uu","uv","uw","vv","vw","ww","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,14.333,0.65,-1.1704e-06
14.333,0.65,0.032135,0.00015137,1.1007,3.5353e-05,-1.2024e-05,-9.5723e-06,4.6656e-05,6.0779e-06,0.00022073,1,0.032136,14.333,0.65,0.032135
14.333,0.65,0.064271,0.00015137,1.1007,3.5353e-05,-1.2024e-05,-9.5723e-06,4.6656e-05,6.0779e-06,0.00022073,1,0.064272,14.333,0.65,0.064271
14.333,0.65,0.096407,0.00019976,1.0994,6.2322e-05,-1.023e-05,-4.2732e-06,6.7938e-05,1.4096e-06,0.00026926,1,0.096408,14.333,0.65,0.096407
14.333,0.65,0.12854,0.00019976,1.0994,6.2322e-05,-1.023e-05,-4.2732e-06,6.7938e-05,1.4096e-06,0.00026926,1,0.12854,14.333,0.65,0.12854
14.333,0.65,0.16068,0.00023507,1.1005,5.7908e-05,-7.5987e-06,-2.3441e-06,6.9356e-05,-1.0503e-06,0.00034287,1,0.16068,14.333,0.65,0.16068
14.333,0.65,0.19281,0.00023507,1.1005,5.7908e-05,-7.5987e-06,-2.3441e-06,6.9356e-05,-1.0503e-06,0.00034287,1,0.19282,14.333,0.65,0.19281
14.333,0.65,0.22495,0.00023507,1.1005,5.7908e-05,-7.5987e-06,-2.3441e-06,6.9356e-05,-1.0503e-06,0.00034287,1,0.22495,14.333,0.65,0.22495
14.333,0.65,0.25709,0.00020276,1.0996,5.8792e-05,-1.1944e-05,2.6669e-06,7.0143e-05,-1.7939e-07,0.00027658,1,0.25709,14.333,0.65,0.25709
14.333,0.65,0.28922,0.00020276,1.0996,5.8792e-05,-1.1944e-05,2.6669e-06,7.0143e-05,-1.7939e-07,0.00027658,1,0.28922,14.333,0.65,0.28922
14.333,0.65,0.32136,0.00021697,1.1006,5.7986e-05,-7.9002e-06,3.9234e-06,6.5574e-05,1.2808e-06,0.00031038,1,0.32136,14.333,0.65,0.32136
