"X","Y","Z","K","W","uu","uv","uw","vv","vw","ww","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,17.178,0.65,-1.1704e-06
17.178,0.65,0.032135,0.0001362,1.111,3.1598e-05,4.2106e-07,-1.2827e-05,2.07e-05,1.1469e-06,0.00022011,1,0.032136,17.178,0.65,0.032135
17.178,0.65,0.064271,0.0001362,1.111,3.1598e-05,4.2106e-07,-1.2827e-05,2.07e-05,1.1469e-06,0.00022011,1,0.064272,17.178,0.65,0.064271
17.178,0.65,0.096407,0.00015186,1.1093,5.6624e-05,1.6592e-06,-2.3247e-07,3.9352e-05,-5.1883e-07,0.00020774,1,0.096408,17.178,0.65,0.096407
17.178,0.65,0.12854,0.00015186,1.1093,5.6624e-05,1.6592e-06,-2.3247e-07,3.9352e-05,-5.1883e-07,0.00020774,1,0.12854,17.178,0.65,0.12854
17.178,0.65,0.16068,0.00018725,1.109,6.1166e-05,1.5412e-06,7.3924e-06,4.2008e-05,-4.2117e-06,0.00027133,1,0.16068,17.178,0.65,0.16068
17.178,0.65,0.19281,0.00018725,1.109,6.1166e-05,1.5412e-06,7.3924e-06,4.2008e-05,-4.2117e-06,0.00027133,1,0.19282,17.178,0.65,0.19281
17.178,0.65,0.22495,0.00018725,1.109,6.1166e-05,1.5412e-06,7.3924e-06,4.2008e-05,-4.2117e-06,0.00027133,1,0.22495,17.178,0.65,0.22495
17.178,0.65,0.25709,0.00017811,1.1095,5.7803e-05,1.412e-06,-3.0475e-06,4.3175e-05,-9.4946e-06,0.00025524,1,0.25709,17.178,0.65,0.25709
17.178,0.65,0.28922,0.00017811,1.1095,5.7803e-05,1.412e-06,-3.0475e-06,4.3175e-05,-9.4946e-06,0.00025524,1,0.28922,17.178,0.65,0.28922
17.178,0.65,0.32136,0.00018599,1.1095,6.6822e-05,2.1811e-06,1.5326e-06,4.475e-05,-1.0444e-05,0.00026042,1,0.32136,17.178,0.65,0.32136
17.178,0.65,0.35349,0.00018599,1.1095,6.6822e-05,2.1811e-06,1.5326e-06,4.475e-05,-1.0444e-05,0.00026042,1,0.3535,17.178,0.65,0.35349
17.178,0.65,0.38563,0.00016998,1.1102,5.7988e-05,5.4808e-07,-5.9137e-06,4.4375e-05,-9.1266e-06,0.0002376,1,0.38563,17.178,0.65,0.38563
17.178,0.65,0.41777,0.00016998,1.1102,5.7988e-05,5.4808e-07,-5.9137e-06,4.4375e-05,-9.1266e-06,0.0002376,1,0.41777,17.178,0.65,0.41777
