"X","Y","Z","K","W","uu","uv","uw","vv","vw","ww","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,14.958,0.65,-1.1704e-06
14.958,0.65,0.032135,0.00013655,1.1013,2.176e-05,-1.9684e-06,-1.6165e-06,3.621e-05,-2.9888e-05,0.00021512,1,0.032136,14.958,0.65,0.032135
14.958,0.65,0.064271,0.00013655,1.1013,2.176e-05,-1.9684e-06,-1.6165e-06,3.621e-05,-2.9888e-05,0.00021512,1,0.064272,14.958,0.65,0.064271
14.958,0.65,0.096407,0.00016411,1.1054,4.6109e-05,-5.1843e-06,-1.2053e-06,5.5372e-05,2.6114e-07,0.00022675,1,0.096408,14.958,0.65,0.096407
14.958,0.65,0.12854,0.00016411,1.1054,4.6109e-05,-5.1843e-06,-1.2053e-06,5.5372e-05,2.6114e-07,0.00022675,1,0.12854,14.958,0.65,0.12854
14.958,0.65,0.16068,0.0002029,1.1054,4.6169e-05,-3.4023e-06,9.636e-07,6.0031e-05,1.7896e-06,0.0002996,1,0.16068,14.958,0.65,0.16068
14.958,0.65,0.19281,0.0002029,1.1054,4.6169e-05,-3.4023e-06,9.636e-07,6.0031e-05,1.7896e-06,0.0002996,1,0.19282,14.958,0.65,0.19281
14.958,0.65,0.22495,0.0002029,1.1054,4.6169e-05,-3.4023e-06,9.636e-07,6.0031e-05,1.7896e-06,0.0002996,1,0.22495,14.958,0.65,0.22495
14.958,0.65,0.25709,0.00018702,1.1057,4.6372e-05,-4.7833e-06,-3.02e-06,6.0751e-05,-1.4431e-05,0.00026691,1,0.25709,14.958,0.65,0.25709
14.958,0.65,0.28922,0.00018702,1.1057,4.6372e-05,-4.7833e-06,-3.02e-06,6.0751e-05,-1.4431e-05,0.00026691,1,0.28922,14.958,0.65,0.28922
14.958,0.65,0.32136,0.00020093,1.1058,4.653e-05,-3.1467e-06,-4.6997e-06,6.469e-05,3.6145e-06,0.00029064,1,0.32136,14.958,0.65,0.32136
14.958,0.65,0.35349,0.00020093,1.1058,4.653e-05,-3.1467e-06,-4.6997e-06,6.469e-05,3.6145e-06,0.00029064,1,0.3535,14.958,0.65,0.35349
14.958,0.65,0.38563,0.00019843,1.1058,5.6222e-05,-5.0437e-06,-3.4725e-06,6.2067e-05,-8.2404e-06,0.00027857,1,0.38563,14.958,0.65,0.38563
14.958,0.65,0.41777,0.00019843,1.1058,5.6222e-05,-5.0437e-06,-3.4725e-06,6.2067e-05,-8.2404e-06,0.00027857,1,0.41777,14.958,0.65,0.41777
14.958,0.65,0.4499,0.00019729,1.1061,5.2304e-05,-2.1642e-06,-2.7014e-06,6.5277e-05,2.6852e-06,0.00027701,1,0.4499,14.958,0.65,0.4499
14.958,0.65,0.48204,0.00019729,1.1061,5.2304e-05,-2.1642e-06,-2.7014e-06,6.5277e-05,2.6852e-06,0.00027701,1,0.48204,14.958,0.65,0.48204
14.958,0.65,0.51417,0.00019729,1.1061,5.2304e-05,-2.1642e-06,-2.7014e-06,6.5277e-05,2.6852e-06,0.00027701,1,0.51418,14.958,0.65,0.51417
14.958,0.65,0.54631,0.0001902,1.1061,5.7614e-05,-3.2588e-06,-3.6935e-06,5.9332e-05,-5.1246e-06,0.00026345,1,0.54631,14.958,0.65,0.54631
14.958,0.65,0.57845,0.0001902,1.1061,5.7614e-05,-3.2588e-06,-3.6935e-06,5.9332e-05,-5.1246e-06,0.00026345,1,0.57845,14.958,0.65,0.57845
14.958,0.65,0.61058,0.00019305,1.1062,5.3063e-05,-1.1932e-07,2.7043e-06,6.6764e-05,4.7894e-06,0.00026627,1,0.61058,14.958,0.65,0.61058
14.958,0.65,0.64272,0.00019305,1.1062,5.3063e-05,-1.1932e-07,2.7043e-06,6.6764e-05,4.7894e-06,0.00026627,1,0.64272,14.958,0.65,0.64272
14.958,0.65,0.67485,0.00019371,1.1066,5.8343e-05,-3.3152e-06,-4.9575e-06,6.0811e-05,-2.2481e-06,0.00026828,1,0.67486,14.958,0.65,0.67485
14.958,0.65,0.70699,0.00019371,1.1066,5.8343e-05,-3.3152e-06,-4.9575e-06,6.0811e-05,-2.2481e-06,0.00026828,1,0.70699,14.958,0.65,0.70699
14.958,0.65,0.73913,0.0001921,1.1066,5.3548e-05,6.8356e-08,2.2105e-06,6.9939e-05,-4.6506e-06,0.00026071,1,0.73913,14.958,0.65,0.73913
14.958,0.65,0.77126,0.0001921,1.1066,5.3548e-05,6.8356e-08,2.2105e-06,6.9939e-05,-4.6506e-06,0.00026071,1,0.77126,14.958,0.65,0.77126
14.958,0.65,0.8034,0.0001921,1.1066,5.3548e-05,6.8356e-08,2.2105e-06,6.9939e-05,-4.6506e-06,0.00026071,1,0.8034,14.958,0.65,0.8034
14.958,0.65,0.83553,0.00018987,1.1072,6.2715e-05,-3.2024e-06,-3.172e-06,5.9367e-05,1.5178e-06,0.00025766,1,0.83554,14.958,0.65,0.83553
14.958,0.65,0.86767,0.00018987,1.1072,6.2715e-05,-3.2024e-06,-3.172e-06,5.9367e-05,1.5178e-06,0.00025766,1,0.86767,14.958,0.65,0.86767
14.958,0.65,0.89981,0.00019237,1.1072,5.1764e-05,1.072e-06,4.0352e-07,6.9725e-05,-1.1912e-05,0.00026324,1,0.89981,14.958,0.65,0.89981
14.958,0.65,0.93194,0.00019237,1.1072,5.1764e-05,1.072e-06,4.0352e-07,6.9725e-05,-1.1912e-05,0.00026324,1,0.93194,14.958,0.65,0.93194
14.958,0.65,0.96408,0.00018617,1.1079,5.9652e-05,-1.3112e-06,-9.4376e-06,6.0202e-05,6.0041e-06,0.00025249,1,0.96408,14.958,0.65,0.96408
