"X","Y","Z","K","W","uu","uv","uw","vv","vw","ww","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,18.428,0.65,-1.1704e-06
18.428,0.65,0.032135,9.6916e-05,1.1081,1.4936e-05,-1.8682e-06,-2.0895e-06,2.5377e-05,2.6562e-06,0.00015352,1,0.032136,18.428,0.65,0.032135
18.428,0.65,0.064271,9.6916e-05,1.1081,1.4936e-05,-1.8682e-06,-2.0895e-06,2.5377e-05,2.6562e-06,0.00015352,1,0.064272,18.428,0.65,0.064271
18.428,0.65,0.096407,0.00013469,1.1079,3.2861e-05,-1.8549e-06,-5.2654e-06,4.3258e-05,3.0632e-06,0.00019325,1,0.096408,18.428,0.65,0.096407
18.428,0.65,0.12854,0.00013469,1.1079,3.2861e-05,-1.8549e-06,-5.2654e-06,4.3258e-05,3.0632e-06,0.00019325,1,0.12854,18.428,0.65,0.12854
18.428,0.65,0.16068,0.0001647,1.1081,3.6514e-05,3.9247e-07,-2.1639e-06,4.5908e-05,1.8089e-06,0.00024697,1,0.16068,18.428,0.65,0.16068
18.428,0.65,0.19281,0.0001647,1.1081,3.6514e-05,3.9247e-07,-2.1639e-06,4.5908e-05,1.8089e-06,0.00024697,1,0.19282,18.428,0.65,0.19281
18.428,0.65,0.22495,0.0001647,1.1081,3.6514e-05,3.9247e-07,-2.1639e-06,4.5908e-05,1.8089e-06,0.00024697,1,0.22495,18.428,0.65,0.22495
18.428,0.65,0.25709,0.00015124,1.1086,3.64e-05,2.3621e-07,-3.81e-08,4.8016e-05,-3.2314e-07,0.00021807,1,0.25709,18.428,0.65,0.25709
18.428,0.65,0.28922,0.00015124,1.1086,3.64e-05,2.3621e-07,-3.81e-08,4.8016e-05,-3.2314e-07,0.00021807,1,0.28922,18.428,0.65,0.28922
18.428,0.65,0.32136,0.00016311,1.1091,3.7157e-05,1.9612e-07,-1.4216e-06,4.5928e-05,-1.1168e-06,0.00024313,1,0.32136,18.428,0.65,0.32136
18.428,0.65,0.35349,0.00016311,1.1091,3.7157e-05,1.9612e-07,-1.4216e-06,4.5928e-05,-1.1168e-06,0.00024313,1,0.3535,18.428,0.65,0.35349
18.428,0.65,0.38563,0.00016384,1.1096,3.7152e-05,-4.6325e-07,-1.9284e-06,4.9677e-05,-7.5944e-06,0.00024086,1,0.38563,18.428,0.65,0.38563
18.428,0.65,0.41777,0.00016384,1.1096,3.7152e-05,-4.6325e-07,-1.9284e-06,4.9677e-05,-7.5944e-06,0.00024086,1,0.41777,18.428,0.65,0.41777
18.428,0.65,0.4499,0.00016556,1.1102,3.583e-05,2.3909e-07,-2.2978e-06,4.6969e-05,-4.8362e-06,0.00024832,1,0.4499,18.428,0.65,0.4499
18.428,0.65,0.48204,0.00016556,1.1102,3.583e-05,2.3909e-07,-2.2978e-06,4.6969e-05,-4.8362e-06,0.00024832,1,0.48204,18.428,0.65,0.48204
18.428,0.65,0.51417,0.00016556,1.1102,3.583e-05,2.3909e-07,-2.2978e-06,4.6969e-05,-4.8362e-06,0.00024832,1,0.51418,18.428,0.65,0.51417
